idx,trajectory_id,frames,duration_s,R_max,R_mean,peak_at_s,min_ttc_raw,ticks_ttc_lt2,max_speed,max_accel,max_jerk,max_steer_var,max_lane_offset,max_ttc,max_headway,max_density
15,i-80__797,1996,199.6,0.749449,0.317972,105.4,0.522,21,1.0,1.0,1.0,1.0,1.0,0.9971,0.9345,1.0
16,us-101__1830,861,86.1,0.521737,0.24948,30.2,1.049,4,0.437,0.7683,0.9054,0.352,0.5869,0.9268,0.866,1.0
17,us-101__2805,856,85.6,0.369948,0.230786,78.2,3.276,0,0.5338,0.7443,1.0,0.6174,0.755,0.6299,0.6189,1.0
18,us-101__2814,824,82.4,0.549713,0.292002,36.2,3.159,0,0.5625,1.0,1.0,1.0,0.6152,0.6455,0.9363,1.0
19,lankershim__1359,1733,173.3,0.833259,0.370838,105.5,1.202,15,1.0,1.0,1.0,1.0,1.0,0.9063,0.9055,1.0
20,us-101__2483,899,89.9,0.856198,0.253299,54.7,0.698,5,1.0,1.0,1.0,1.0,1.0,0.9736,0.7617,1.0
21,i-80__2820,822,82.2,0.565594,0.271949,75.9,1.237,3,0.3733,1.0,1.0,1.0,0.9686,0.9017,0.7101,1.0
22,i-80__1310,1500,150.0,0.915659,0.298824,93.5,0.478,8,1.0,1.0,1.0,1.0,1.0,1.0,0.9158,1.0
23,us-101__1727,2319,231.9,0.844995,0.292866,71.9,0.506,15,1.0,1.0,1.0,1.0,0.9382,0.9992,0.9051,1.0
24,i-80__2907,658,65.8,0.565106,0.361225,54.5,2.57,0,0.4304,1.0,1.0,1.0,0.794,0.724,0.9264,1.0
25,i-80__3118,348,34.8,0.452464,0.328822,3.6,6.953,0,0.7328,1.0,1.0,0.0797,0.5147,0.1396,0.715,1.0
26,peachtree__184,520,52.0,0.666156,0.355944,3.0,0.227,22,1.0,1.0,1.0,1.0,1.0,1.0,0.8754,1.0
27,us-101__1816,608,60.8,0.422001,0.271456,54.1,10.543,0,0.5852,1.0,1.0,0.0566,0.8755,0.0,0.7604,1.0
28,i-80__698,1453,145.3,0.822956,0.301969,48.7,0.339,13,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
29,i-80__1891,2622,262.2,0.815914,0.292896,97.7,0.258,18,1.0,1.0,1.0,1.0,0.903,1.0,0.9449,1.0
30,lankershim__1115,1409,140.9,0.665961,0.386025,107.1,0.519,12,1.0,1.0,1.0,1.0,1.0,0.9974,0.9542,1.0
31,peachtree__1669,1153,115.3,0.61459,0.223774,71.2,0.399,19,1.0,1.0,1.0,1.0,1.0,1.0,0.4296,1.0
32,i-80__2536,1993,199.3,0.515259,0.247986,81.2,2.4,0,0.2508,1.0,1.0,1.0,0.5323,0.7467,0.9178,1.0
33,us-101__2879,803,80.3,0.61038,0.297708,2.9,4.616,0,0.6519,1.0,1.0,1.0,1.0,0.4513,0.8216,1.0
34,us-101__2391,1185,118.5,0.812288,0.301355,51.3,0.443,10,1.0,1.0,1.0,1.0,1.0,1.0,0.9029,1.0
35,i-80__3233,605,60.5,0.656287,0.311521,1.6,2.841,0,0.4548,1.0,1.0,1.0,0.8019,0.6878,0.8832,1.0
36,us-101__1837,1117,111.7,0.804632,0.258555,50.6,1.097,4,1.0,1.0,1.0,1.0,0.6359,0.9205,0.7894,1.0
37,us-101__1389,1851,185.1,0.858297,0.299612,89.1,0.325,14,1.0,1.0,1.0,1.0,1.0,1.0,0.932,1.0
38,us-101__1385,1424,142.4,0.853386,0.271919,56.1,0.486,9,1.0,1.0,1.0,1.0,0.8016,1.0,0.9441,1.0
39,i-80__1981,846,84.6,0.752136,0.310412,36.7,0.338,10,0.3733,1.0,1.0,1.0,1.0,1.0,0.9484,1.0
40,i-80__474,1452,145.2,0.799898,0.2752,57.9,0.757,11,1.0,1.0,1.0,1.0,0.4908,0.9657,0.9302,1.0
41,lankershim__438,366,36.6,0.728929,0.37629,8.5,2.397,0,1.0,1.0,1.0,1.0,1.0,0.747,0.8699,1.0
42,i-80__2780,785,78.5,0.586566,0.263832,33.9,0.289,10,0.3441,1.0,1.0,0.5298,1.0,1.0,0.9066,1.0
43,us-101__2243,1267,126.7,0.868638,0.309228,56.8,0.515,9,1.0,1.0,1.0,1.0,1.0,0.998,0.8966,1.0
44,us-101__2009,916,91.6,0.474619,0.271147,82.2,6.285,0,0.5423,0.9663,1.0,1.0,1.0,0.2287,0.8872,1.0
45,i-80__2803,901,90.1,0.522119,0.288601,37.7,3.134,0,0.3554,1.0,1.0,1.0,0.7668,0.6488,0.9195,1.0
46,us-101__1369,1442,144.2,0.881777,0.301588,111.6,0.501,14,1.0,1.0,1.0,1.0,1.0,0.9999,0.886,1.0
47,peachtree__491,1629,162.9,0.666281,0.278614,83.8,0.644,9,1.0,1.0,1.0,1.0,1.0,0.9808,0.8946,1.0
48,us-101__1362,1021,102.1,0.829925,0.310212,28.6,0.373,11,1.0,1.0,1.0,1.0,1.0,1.0,0.9069,1.0
49,peachtree__773,847,84.7,0.748555,0.380974,22.7,0.745,19,1.0,1.0,1.0,1.0,1.0,0.9673,0.9201,0.92
50,us-101__2219,647,64.7,0.464726,0.267587,60.5,5.445,0,0.6599,1.0,1.0,1.0,0.8661,0.3407,0.8272,1.0
51,us-101__2136,1411,141.1,0.846787,0.269115,58.0,0.544,9,1.0,1.0,1.0,1.0,1.0,0.9941,0.8651,1.0
52,us-101__2873,856,85.6,0.626527,0.280087,23.2,0.157,7,0.6465,0.9774,1.0,1.0,0.6139,1.0,1.0,1.0
53,lankershim__989,483,48.3,0.624828,0.380635,32.3,1.449,2,0.688,1.0,1.0,1.0,1.0,0.8735,0.8794,1.0
54,us-101__1439,966,96.6,0.659403,0.26025,75.0,0.386,10,1.0,1.0,1.0,1.0,1.0,1.0,0.8716,1.0
55,i-80__2931,676,67.6,0.491454,0.285026,10.5,8.959,0,0.4119,1.0,1.0,0.8455,0.5362,0.0,0.8186,1.0
56,us-101__1532,2045,204.5,0.846938,0.293906,120.2,0.843,14,1.0,1.0,1.0,1.0,1.0,0.9542,0.8866,1.0
57,i-80__2363,683,68.3,0.599459,0.265053,29.3,3.101,0,1.0,1.0,1.0,1.0,0.6186,0.6532,0.5167,1.0
58,peachtree__904,574,57.4,0.822819,0.345279,3.4,1.121,9,1.0,1.0,1.0,1.0,1.0,0.9172,0.9011,0.8
59,i-80__173,664,66.4,0.662952,0.268996,14.3,1.44,4,0.4114,1.0,1.0,0.7249,1.0,0.8747,0.9737,1.0
60,i-80__3216,329,32.9,0.522895,0.328533,13.9,10.13,0,0.9665,1.0,1.0,0.2215,0.9089,0.0,0.5744,1.0
61,us-101__1764,1660,166.0,0.774394,0.262031,71.9,1.174,4,1.0,1.0,1.0,1.0,0.7838,0.9101,0.8926,1.0
62,i-80__2924,818,81.8,0.622269,0.291569,35.3,2.278,0,0.4602,1.0,1.0,1.0,0.5011,0.763,0.8971,1.0
63,lankershim__1256,1700,170.0,0.803228,0.398293,89.5,1.494,2,1.0,1.0,1.0,1.0,1.0,0.8674,0.9089,1.0
64,us-101__2694,879,87.9,0.506553,0.28214,40.6,3.062,0,0.4934,0.82,0.9369,1.0,0.9498,0.6584,0.9197,1.0
65,us-101__2140,1585,158.5,0.897745,0.301169,68.4,0.325,11,1.0,1.0,1.0,1.0,0.8107,1.0,0.9222,1.0
66,us-101__1064,1989,198.9,0.707762,0.265764,66.1,1.71,1,1.0,1.0,1.0,1.0,0.9107,0.8386,0.8664,1.0
67,us-101__2006,1290,129.0,0.874581,0.28426,34.9,0.474,12,1.0,1.0,1.0,1.0,1.0,1.0,0.9358,1.0
68,i-80__3196,725,72.5,0.647383,0.333867,1.8,1.012,4,0.398,1.0,1.0,1.0,1.0,0.9317,0.9122,1.0
69,us-101__1869,899,89.9,0.69229,0.269213,54.8,2.425,0,1.0,1.0,1.0,1.0,1.0,0.7434,0.8247,1.0
70,i-80__1419,1898,189.8,0.674317,0.289112,92.0,0.41,7,1.0,1.0,1.0,1.0,1.0,1.0,0.943,1.0
71,us-101__2314,945,94.5,0.907213,0.282474,47.8,0.44,24,1.0,1.0,1.0,1.0,1.0,1.0,0.8454,1.0
72,us-101__1708,2300,230.0,0.842368,0.292519,70.6,0.962,12,1.0,1.0,1.0,1.0,0.9661,0.9384,0.9085,1.0
73,i-80__742,1616,161.6,0.718182,0.310838,62.2,1.933,1,1.0,1.0,1.0,1.0,1.0,0.8089,0.9143,1.0
74,lankershim__746,201,20.1,0.554879,0.327558,2.7,1.365,3,0.3323,1.0,1.0,1.0,1.0,0.8846,0.6067,1.0
75,peachtree__248,349,34.9,0.522767,0.264075,2.6,0.228,16,0.3205,1.0,1.0,1.0,1.0,1.0,0.613,0.64
76,lankershim__829,1207,120.7,0.889931,0.30717,102.2,0.444,11,1.0,1.0,1.0,1.0,1.0,1.0,0.8815,1.0
77,us-101__1055,1473,147.3,0.734085,0.274031,60.0,1.622,2,1.0,1.0,1.0,1.0,0.8908,0.8504,0.8871,1.0
78,i-80__2203,405,40.5,0.45563,0.297896,4.1,6.118,0,0.5967,0.8377,1.0,0.0365,0.7348,0.2509,0.7828,1.0
79,us-101__1755,2244,224.4,0.814643,0.281729,161.3,0.62,7,1.0,1.0,1.0,1.0,0.8176,0.984,0.8836,1.0
80,i-80__3292,352,35.2,0.628937,0.336125,14.6,4.753,0,0.7229,1.0,1.0,1.0,1.0,0.433,0.8774,1.0
81,i-80__89,714,71.4,0.485307,0.272197,66.0,0.561,16,0.4239,0.9444,1.0,1.0,0.4978,0.9919,1.0,1.0
82,lankershim__867,1111,111.1,0.718717,0.381715,27.6,2.004,0,1.0,1.0,1.0,1.0,1.0,0.7995,0.9245,1.0
83,i-80__2512,2105,210.5,0.66737,0.279315,69.9,0.071,125,0.3085,0.9887,1.0,1.0,0.6487,1.0,1.0,1.0
84,lankershim__1022,1130,113.0,0.694824,0.403654,8.2,0.328,14,1.0,1.0,1.0,1.0,1.0,1.0,0.9109,1.0
85,us-101__1076,1331,133.1,0.607608,0.240736,46.6,6.12,0,1.0,1.0,1.0,1.0,0.899,0.2506,0.8483,1.0
86,i-80__80,362,36.2,0.399534,0.27853,26.3,11.855,0,0.6993,0.7551,0.963,0.0802,0.4956,0.0,0.6361,1.0
87,peachtree__1174,976,97.6,0.78775,0.355038,35.4,0.395,30,1.0,1.0,1.0,1.0,1.0,1.0,0.9306,0.88
88,i-80__417,1847,184.7,0.908304,0.299495,107.9,0.377,22,1.0,1.0,1.0,1.0,1.0,1.0,0.8915,1.0
89,i-80__2821,319,31.9,0.485763,0.318889,3.7,5.573,0,0.6808,1.0,1.0,0.0977,0.6892,0.3236,0.6189,1.0
90,i-80__2521,1721,172.1,0.567076,0.290593,27.3,0.251,7,0.3726,1.0,1.0,1.0,1.0,1.0,1.0,1.0
91,lankershim__822,646,64.6,0.772651,0.352164,12.9,1.061,4,1.0,1.0,1.0,1.0,1.0,0.9252,0.9465,1.0
92,us-101__671,1169,116.9,0.535414,0.208378,42.5,1.838,1,1.0,1.0,1.0,1.0,0.9618,0.8216,0.7174,1.0
93,i-80__709,1325,132.5,0.785361,0.302,87.4,0.547,9,1.0,1.0,1.0,1.0,1.0,0.9937,0.9215,1.0
94,us-101__1769,2488,248.8,0.84768,0.295403,56.9,0.486,16,1.0,1.0,1.0,1.0,1.0,1.0,0.9163,1.0
95,us-101__1117,1475,147.5,0.808192,0.27996,52.8,1.557,2,1.0,1.0,1.0,1.0,1.0,0.8591,0.9297,1.0
96,i-80__841,1434,143.4,0.653807,0.270873,60.4,0.878,5,1.0,1.0,1.0,1.0,0.7069,0.9496,0.9407,1.0
97,i-80__3364,740,74.0,0.694289,0.384744,17.8,0.776,5,0.4787,1.0,1.0,1.0,1.0,0.9632,0.9305,1.0
98,i-80__1142,330,33.0,0.450489,0.298457,31.0,8.765,0,0.6549,1.0,1.0,0.0744,0.6701,0.0,0.6451,1.0
99,us-101__2930,796,79.6,0.556618,0.293922,13.4,2.941,0,0.7164,0.8632,1.0,1.0,0.7956,0.6745,0.9279,1.0
100,lankershim__1374,1808,180.8,0.742553,0.39818,96.3,0.661,14,1.0,1.0,1.0,1.0,1.0,0.9785,0.9096,1.0
101,us-101__2473,1241,124.1,0.841992,0.300183,59.1,0.605,20,1.0,1.0,1.0,1.0,1.0,0.9859,0.8515,1.0
102,i-80__365,1758,175.8,0.830598,0.315205,41.8,1.63,4,1.0,1.0,1.0,1.0,1.0,0.8493,0.9131,1.0
103,us-101__1240,2057,205.7,0.846861,0.275118,101.2,0.549,15,1.0,1.0,1.0,1.0,0.557,0.9935,0.9122,1.0
104,us-101__2332,883,88.3,0.623825,0.259549,6.3,1.945,1,1.0,1.0,1.0,1.0,1.0,0.8074,0.9191,1.0
105,lankershim__142,1156,115.6,0.686349,0.337652,9.7,2.785,0,0.763,1.0,1.0,1.0,1.0,0.6953,0.9512,1.0
106,lankershim__1009,864,86.4,0.755802,0.383602,52.0,0.213,19,1.0,1.0,1.0,1.0,1.0,1.0,0.9385,1.0
107,peachtree__942,509,50.9,0.740913,0.355348,21.8,1.238,31,1.0,1.0,1.0,1.0,1.0,0.9016,0.9643,0.8
108,lankershim__1198,1476,147.6,0.85048,0.403334,110.7,0.784,12,1.0,1.0,1.0,1.0,1.0,0.9621,0.8912,1.0
109,peachtree__880,573,57.3,0.685331,0.26749,30.6,0.391,10,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.96
110,us-101__2579,1349,134.9,0.8158,0.295596,73.8,0.565,8,1.0,1.0,1.0,1.0,1.0,0.9914,1.0,1.0
111,us-101__1912,1253,125.3,0.814799,0.310045,47.6,0.692,29,1.0,1.0,1.0,1.0,1.0,0.9744,1.0,1.0
112,i-80__2458,3090,309.0,0.62299,0.278332,147.5,1.303,3,1.0,1.0,1.0,1.0,1.0,0.893,0.9641,1.0
113,us-101__1087,1739,173.9,0.764005,0.309268,82.6,0.773,16,1.0,1.0,1.0,1.0,1.0,0.9636,0.9057,1.0
114,us-101__2233,1204,120.4,0.830984,0.283931,53.9,0.385,10,1.0,1.0,1.0,1.0,0.8777,1.0,0.8665,1.0
115,i-80__829,1724,172.4,0.785511,0.303837,73.0,1.74,3,1.0,1.0,1.0,1.0,0.7825,0.8346,0.8801,1.0
116,i-80__2294,1309,130.9,0.579953,0.278442,62.6,3.088,0,0.4694,1.0,1.0,1.0,1.0,0.6549,0.9082,1.0
117,peachtree__219,1740,174.0,0.803663,0.351543,41.3,0.54,28,0.4606,1.0,1.0,1.0,1.0,0.9946,0.9585,1.0
118,peachtree__202,1177,117.7,0.59498,0.238003,25.8,3.881,0,1.0,1.0,1.0,1.0,1.0,0.5492,0.989,1.0
119,i-80__570,1635,163.5,0.824173,0.284456,44.4,0.689,12,1.0,1.0,1.0,1.0,1.0,0.9748,0.9735,1.0
120,us-101__1088,1923,192.3,0.78941,0.286787,57.9,1.19,3,1.0,1.0,1.0,1.0,1.0,0.908,0.9241,1.0
121,i-80__1970,781,78.1,0.597327,0.290248,28.3,0.257,11,0.5377,1.0,1.0,0.8039,1.0,1.0,0.9343,1.0
122,lankershim__981,1630,163.0,0.781052,0.334514,91.1,0.075,22,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
123,i-80__1269,1339,133.9,0.830828,0.281399,63.7,0.607,9,1.0,1.0,1.0,1.0,1.0,0.9857,0.8837,1.0
124,us-101__1219,2110,211.0,0.883971,0.290848,102.1,0.123,25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
125,us-101__1616,2287,228.7,0.848419,0.275138,161.9,0.407,13,1.0,1.0,1.0,1.0,0.8954,1.0,0.8921,1.0
126,us-101__2809,948,94.8,0.530147,0.245128,21.1,4.24,0,0.5336,1.0,1.0,1.0,0.6815,0.5013,0.8874,1.0
127,i-80__3027,813,81.3,0.62577,0.310382,16.9,3.71,0,0.5152,1.0,1.0,1.0,0.5522,0.5719,0.8542,1.0
128,lankershim__1268,1515,151.5,0.68329,0.359806,13.1,0.277,9,1.0,1.0,1.0,1.0,1.0,1.0,0.9207,1.0
129,us-101__2186,1372,137.2,0.809945,0.287069,62.2,0.472,8,1.0,1.0,1.0,1.0,0.7872,1.0,0.8787,1.0
130,lankershim__14,981,98.1,0.778619,0.369082,78.8,0.43,20,0.799,1.0,1.0,1.0,1.0,1.0,1.0,1.0
131,i-80__1638,670,67.0,0.623183,0.281767,35.2,2.96,0,0.5159,1.0,1.0,0.6385,0.5429,0.6721,0.8426,1.0
132,lankershim__765,1629,162.9,0.774583,0.400706,88.8,0.307,17,1.0,1.0,1.0,1.0,1.0,1.0,0.9532,1.0
133,us-101__3032,820,82.0,0.659609,0.2862,47.6,1.811,3,0.6889,1.0,1.0,1.0,0.8537,0.8252,0.9266,1.0
134,i-80__1963,1869,186.9,0.484897,0.237325,147.0,5.85,0,0.3782,1.0,1.0,1.0,1.0,0.2867,0.9076,1.0
135,lankershim__1416,1105,110.5,0.769502,0.393839,36.5,1.293,28,1.0,1.0,1.0,1.0,1.0,0.8943,0.9279,1.0
136,us-101__2947,358,35.8,0.60582,0.314949,10.9,0.484,9,0.8829,1.0,1.0,0.2316,1.0,1.0,0.8423,1.0
137,i-80__1207,1112,111.2,0.801627,0.284381,35.9,0.484,8,1.0,1.0,1.0,1.0,0.3851,1.0,0.8741,1.0
138,us-101__2158,1267,126.7,0.846165,0.308928,50.2,0.687,11,1.0,1.0,1.0,1.0,0.7625,0.9751,1.0,1.0
139,lankershim__364,537,53.7,0.5328,0.232346,25.7,17.792,0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0
140,peachtree__1397,861,86.1,0.76107,0.32681,15.9,0.606,35,1.0,1.0,1.0,1.0,1.0,0.9858,0.933,0.96
141,i-80__2885,945,94.5,0.822224,0.318378,27.9,0.656,27,0.4323,1.0,1.0,1.0,1.0,0.9791,1.0,1.0
142,i-80__1924,2404,240.4,0.815159,0.298071,56.1,0.656,7,1.0,1.0,1.0,1.0,1.0,0.9792,0.9282,1.0
143,us-101__2230,510,51.0,0.388174,0.240944,3.4,24.051,0,0.5872,0.8642,1.0,0.1037,0.6635,0.0,0.6169,1.0
144,lankershim__984,864,86.4,0.598408,0.32222,4.3,2.41,0,0.6801,1.0,1.0,1.0,1.0,0.7453,0.9347,1.0
145,us-101__916,1070,107.0,0.798683,0.262944,30.8,0.719,10,1.0,1.0,1.0,1.0,1.0,0.9708,0.7752,1.0
146,lankershim__1140,1030,103.0,0.843741,0.37845,18.2,0.503,11,1.0,1.0,1.0,1.0,1.0,0.9996,1.0,1.0
147,i-80__3225,565,56.5,0.548162,0.322861,31.1,2.979,0,0.4647,1.0,1.0,0.3921,0.6199,0.6695,0.8501,1.0
148,i-80__706,2343,234.3,0.812456,0.289228,135.8,0.265,10,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
149,i-80__197,762,76.2,0.597942,0.295689,46.7,1.974,1,0.3988,1.0,1.0,0.3827,0.9517,0.8035,0.9013,1.0
150,us-101__1564,1323,132.3,0.863567,0.292778,49.6,0.515,11,1.0,1.0,1.0,1.0,1.0,0.998,0.8613,1.0
151,us-101__2842,806,80.6,0.569665,0.280028,25.6,2.719,0,0.6371,0.9201,1.0,1.0,0.7534,0.7041,0.9382,1.0
152,lankershim__1386,1651,165.1,0.773956,0.350856,74.7,1.93,1,1.0,1.0,1.0,1.0,1.0,0.8093,0.9145,1.0
153,us-101__1168,2150,215.0,0.835549,0.260718,103.3,0.604,8,1.0,1.0,1.0,1.0,0.7897,0.9861,0.9266,1.0
154,lankershim__996,1085,108.5,0.786033,0.315894,24.5,1.031,7,1.0,1.0,1.0,1.0,1.0,0.9292,0.803,1.0
155,us-101__2132,546,54.6,0.522606,0.263312,45.2,0.849,2,0.6022,1.0,1.0,0.1379,0.7925,0.9535,1.0,1.0
156,us-101__1732,2299,229.9,0.83252,0.281602,149.0,0.535,13,1.0,1.0,1.0,1.0,0.8871,0.9954,0.891,1.0
157,peachtree__761,432,43.2,0.428222,0.223864,40.6,5.009,0,0.399,1.0,1.0,1.0,1.0,0.3988,0.0,0.84
158,us-101__1339,1669,166.9,0.827345,0.288626,84.7,0.422,8,1.0,1.0,1.0,1.0,1.0,1.0,0.8953,1.0
159,lankershim__1056,960,96.0,0.757244,0.39176,0.6,0.98,5,1.0,1.0,1.0,1.0,1.0,0.936,0.8671,1.0
160,lankershim__1358,883,88.3,0.603503,0.368273,25.1,2.823,0,0.8569,1.0,1.0,1.0,1.0,0.6902,0.92,0.84
161,i-80__2271,267,26.7,0.43109,0.324066,2.6,9.578,0,0.834,1.0,1.0,0.0495,0.4131,0.0,0.7318,1.0
162,us-101__1651,1119,111.9,0.834531,0.278638,46.9,0.441,9,1.0,1.0,1.0,1.0,0.8485,1.0,0.8451,1.0
163,i-80__2472,404,40.4,0.509688,0.314606,29.8,4.292,0,0.6454,1.0,1.0,0.0888,0.8565,0.4944,0.801,1.0
164,lankershim__23,881,88.1,0.684149,0.386615,2.9,0.342,11,0.8803,1.0,1.0,1.0,1.0,1.0,0.918,1.0
165,i-80__3312,316,31.6,0.436469,0.268234,22.5,9.665,0,0.8579,1.0,1.0,0.3304,0.8173,0.0,0.3705,1.0
166,us-101__2015,514,51.4,0.797262,0.299228,47.8,0.161,23,0.7084,1.0,1.0,0.5007,1.0,1.0,1.0,1.0
167,us-101__1084,1889,188.9,0.807815,0.285054,56.7,0.851,6,1.0,1.0,1.0,1.0,1.0,0.9533,0.8637,1.0
168,i-80__2147,1353,135.3,0.837448,0.309547,94.1,0.126,10,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
169,us-101__2587,1308,130.8,0.615449,0.254995,91.8,0.463,10,1.0,1.0,1.0,1.0,1.0,1.0,0.8831,1.0
170,lankershim__1239,1084,108.4,0.732392,0.381901,78.4,0.434,10,1.0,1.0,1.0,1.0,1.0,1.0,0.9182,1.0
171,lankershim__741,1137,113.7,0.615763,0.380229,82.1,0.565,12,1.0,1.0,1.0,1.0,1.0,0.9914,0.9104,1.0
172,us-101__1241,2103,210.3,0.827115,0.286613,94.9,0.671,21,1.0,1.0,1.0,1.0,0.8501,0.9772,0.9007,1.0
173,lankershim__512,662,66.2,0.686749,0.420581,54.0,2.407,0,0.6757,1.0,1.0,1.0,1.0,0.7457,0.9149,1.0
174,peachtree__1166,975,97.5,0.535799,0.257971,5.2,0.752,9,0.5529,1.0,1.0,1.0,1.0,0.9664,0.8093,1.0
175,i-80__2370,2898,289.8,0.796954,0.298243,88.5,0.581,26,1.0,1.0,1.0,1.0,1.0,0.9892,1.0,1.0
176,lankershim__211,721,72.1,0.647074,0.3469,43.2,3.209,0,0.7039,1.0,1.0,1.0,1.0,0.6389,0.9066,1.0
177,lankershim__907,1466,146.6,0.693118,0.404912,131.6,0.698,19,1.0,1.0,1.0,1.0,1.0,0.9736,0.9168,1.0
178,lankershim__1132,1505,150.5,0.734392,0.391226,45.1,0.474,9,0.5218,1.0,1.0,1.0,1.0,1.0,0.9445,1.0
179,lankershim__1247,1164,116.4,0.642929,0.397381,3.6,2.986,0,1.0,1.0,1.0,1.0,1.0,0.6686,0.9139,1.0
180,lankershim__975,183,18.3,0.513596,0.30644,0.5,inf,0,0.4913,1.0,1.0,1.0,1.0,0.0,0.7048,1.0
181,lankershim__1133,1659,165.9,0.790159,0.372003,10.6,0.384,20,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
182,us-101__2162,690,69.0,0.478479,0.277826,63.6,5.439,0,0.5514,0.796,1.0,0.2909,0.8618,0.3414,0.7858,1.0
183,i-80__123,751,75.1,0.432768,0.265725,16.3,2.68,0,0.3286,0.8976,1.0,0.2522,0.63,0.7094,0.8963,1.0
184,us-101__2759,819,81.9,0.490053,0.269112,77.2,2.732,0,0.4782,0.7546,1.0,1.0,0.8487,0.7024,0.8598,1.0
185,lankershim__1215,598,59.8,0.443258,0.274255,28.6,inf,0,0.5894,1.0,1.0,1.0,1.0,0.0,0.0,1.0
186,us-101__1131,1637,163.7,0.799009,0.287766,59.8,1.104,4,1.0,1.0,1.0,1.0,0.8527,0.9195,0.9399,1.0
187,lankershim__1418,978,97.8,0.569593,0.35144,12.2,3.294,0,0.9111,1.0,1.0,1.0,1.0,0.6274,0.9384,0.64
188,i-80__1041,799,79.9,0.759036,0.293439,45.7,1.153,6,1.0,1.0,1.0,1.0,0.7348,0.913,0.9088,1.0
189,us-101__2441,1349,134.9,0.860806,0.285177,64.5,0.46,8,1.0,1.0,1.0,1.0,0.7472,1.0,0.8526,1.0
190,lankershim__1300,2251,225.1,0.769255,0.278038,34.2,0.053,32,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
191,lankershim__1384,1195,119.5,0.837303,0.391416,34.8,0.95,6,1.0,1.0,1.0,1.0,1.0,0.94,0.9226,1.0
192,i-80__2286,2840,284.0,0.802675,0.257302,84.0,0.768,9,1.0,1.0,1.0,1.0,1.0,0.9642,0.9181,1.0
193,lankershim__747,770,77.0,0.684421,0.356542,72.0,1.75,6,0.6706,1.0,1.0,1.0,1.0,0.8333,0.9445,1.0
194,i-80__3175,777,77.7,0.635803,0.289366,65.0,1.659,2,0.4051,1.0,1.0,0.581,0.5597,0.8455,0.9476,1.0
195,i-80__3209,680,68.0,0.438322,0.259092,56.7,4.815,0,0.3809,1.0,1.0,1.0,0.578,0.4247,0.6217,1.0
196,lankershim__735,1396,139.6,0.836145,0.408187,83.3,1.139,3,1.0,1.0,1.0,1.0,1.0,0.9148,0.8975,1.0
197,i-80__2654,1411,141.1,0.526432,0.276197,57.7,1.938,1,0.3667,0.9294,1.0,1.0,0.8881,0.8083,0.914,1.0
