idx,trajectory_id,frames,duration_s,R_max,R_mean,peak_at_s,min_ttc_raw,ticks_ttc_lt2,max_speed,max_accel,max_jerk,max_steer_var,max_lane_offset,max_ttc,max_headway,max_density
17,8623b5f6da5d98eb,91,9.1,0.202205,0.136161,4.9,1000000.0,0,0.6089,0.3675,0.1494,0.0018,1.0,0.0,0.0,0.92
18,5f01f5745bd156f4,91,9.1,0.253415,0.095646,1.2,3.392,0,0.4012,0.3486,0.4975,0.0002,0.1766,0.6145,0.0,0.68
19,995ea55d143df9fc,91,9.1,0.335137,0.079579,2.2,3.151,0,0.1429,0.1533,0.0561,0.0,0.1842,0.6466,0.7285,0.56
20,f4806369790b7473,91,9.1,0.199125,0.183355,1.0,20.54,0,0.0787,0.1295,0.0982,0.0,0.2386,0.0,0.8762,1.0
21,6c75c8f3c67ef658,91,9.1,0.208805,0.192144,7.1,163.223,0,0.3409,0.2065,0.0525,0.0,0.3307,0.0,0.7913,0.56
22,547d851d8022cba,91,9.1,0.21304,0.127781,6.2,134.429,0,0.5637,0.0591,0.1159,0.0002,0.3126,0.0,0.7711,0.32
23,71635e65c4886b6b,91,9.1,0.146167,0.109612,1.6,11.532,0,0.473,0.2119,0.1524,0.0002,0.3582,0.0,0.3631,1.0
24,1058032e9c59ca7a,91,9.1,0.135711,0.103336,7.8,13.653,0,0.2404,0.2567,0.342,0.0007,0.3012,0.0,0.0,1.0
25,5a2c32dfa793e04b,91,9.1,0.195577,0.178272,0.6,1000000.0,0,0.383,0.225,0.0654,0.0,0.1759,0.0,0.8205,0.56
26,969b3b6ead4174b5,91,9.1,0.270198,0.074417,8.9,2.087,0,0.1169,0.2075,0.2495,0.0056,0.1838,0.7884,0.521,0.48
27,1d78f907db2aa7b7,91,9.1,0.031543,0.029662,5.2,1000000.0,0,0.0,0.001,0.0036,0.0,0.1412,0.0,0.0,0.24
28,9787eff2b0abe1c3,91,9.1,0.170986,0.08596,3.7,1000000.0,0,0.3266,0.3853,0.8381,0.0034,0.5712,0.0,0.0,0.36
29,80c7d95f9b290c6f,91,9.1,0.2632,0.062123,1.5,4.524,0,0.2064,0.3575,0.123,0.0,0.1674,0.4634,0.7265,0.48
30,1e89206b16380c3e,91,9.1,0.246962,0.187805,0.6,33.761,0,0.1742,0.4316,0.5327,0.0088,0.2668,0.0,0.8101,1.0
31,46ce054fdc528391,91,9.1,0.070117,0.037227,0.0,1000000.0,0,0.1311,0.3201,0.0968,0.0,0.166,0.0,0.0,0.2
32,88e6dba7bda5fc94,91,9.1,0.405164,0.206253,7.3,1.698,4,0.4542,0.5006,1.0,0.0256,0.7064,0.8402,0.6878,0.36
33,1a2d76d2097dae7d,91,9.1,0.187534,0.091863,7.6,41.109,0,0.0517,0.0573,0.0595,0.0,0.1678,0.0,0.6656,1.0
34,4492466e3d320dd5,91,9.1,0.176,0.161485,5.3,1000000.0,0,0.3434,0.2903,0.0706,0.0,0.1638,0.0,0.8733,0.28
35,7d13fea7a15a763c,91,9.1,0.17793,0.172757,1.1,1000000.0,0,0.0,0.0007,0.0033,0.0,0.1353,0.0,0.8852,0.48
36,9e129c5d6dd4a1fc,91,9.1,0.429683,0.193195,2.3,2.223,0,0.2976,0.3229,0.4879,0.023,0.2539,0.7703,0.8593,1.0
37,a9c885120ac6a9e6,91,9.1,0.248808,0.112874,8.9,7.893,0,0.0621,0.1551,0.1721,0.0013,0.2652,0.0143,0.8885,1.0
38,7f321aa88c95c080,91,9.1,0.2495,0.067485,0.1,4.755,0,0.1557,0.3525,0.1227,0.0,0.2693,0.4326,0.5713,0.44
39,2479c4ab482232e6,91,9.1,0.274606,0.107788,6.9,6.533,0,0.2142,0.388,0.6374,0.0532,0.9528,0.1957,0.6209,0.28
40,30aae074739ab5df,91,9.1,0.343141,0.251787,5.0,3.641,0,0.4156,0.2685,0.0736,0.0,0.1678,0.5812,0.8812,0.44
41,fece282666731df4,91,9.1,0.11945,0.097054,2.5,1000000.0,0,0.4211,0.3143,0.1705,0.0001,0.3725,0.0,0.0,0.52
42,12b8a14ee2a1fe12,91,9.1,0.289933,0.237202,5.6,4.702,0,0.4213,0.5401,0.4396,0.0002,0.3573,0.4398,0.8635,0.36
43,44d5f98fecd53608,91,9.1,0.200427,0.116622,7.9,6.372,0,0.2116,0.1525,0.1154,0.0001,0.3288,0.2171,0.452,0.32
44,9b0ece91d8150a11,91,9.1,0.226239,0.203288,8.7,7.33,0,0.4487,0.2589,0.1037,0.0001,0.2624,0.0893,0.7623,1.0
45,5f489f55c70496d3,91,9.1,0.268551,0.110608,0.4,5.118,0,0.0001,0.0011,0.0079,0.0,0.154,0.3843,0.8082,0.72
46,264fec10c802fe,91,9.1,0.099679,0.07521,0.2,1000000.0,0,0.0506,0.1967,0.0979,0.0007,0.2341,0.0,0.0,0.76
47,b3f6141ebebdf8ef,91,9.1,0.245517,0.154041,0.3,1000000.0,0,0.3461,0.2387,0.8147,0.0164,1.0,0.0,0.6941,0.48
48,c784c798092f0e3,91,9.1,0.300436,0.185601,8.8,3.909,0,0.5915,0.2031,0.2007,0.0001,0.1697,0.5454,0.5939,0.6
49,93aef8541b947f97,91,9.1,0.196624,0.174211,0.3,10.571,0,0.0464,0.066,0.0499,0.0,0.1654,0.0,0.8612,0.72
50,6e0f0ae790d48f3,91,9.1,0.14272,0.034698,0.8,39.801,0,0.0001,0.0011,0.0027,0.0,0.156,0.0,0.746,0.24
51,fbc1dd436eae81a1,91,9.1,0.154913,0.106569,8.9,43.636,0,0.5647,0.2422,0.1164,0.001,0.9073,0.0,0.2894,0.2
52,7f68f7bc9c63e020,91,9.1,0.369189,0.273781,5.2,3.643,0,0.1977,0.3493,1.0,0.0163,0.3244,0.5809,0.6843,1.0
53,c360df80aa500629,91,9.1,0.23484,0.209638,7.5,1000000.0,0,0.4488,0.3073,0.2281,0.0,0.222,0.0,0.8781,0.92
54,6c350c45eaa0f5e1,91,9.1,0.21899,0.116742,8.6,4.342,0,0.4857,0.5379,1.0,0.0009,0.2031,0.4877,0.0379,0.48
55,ed317cd54c452f13,91,9.1,0.267207,0.097524,0.3,4.763,0,0.0583,0.1676,0.0623,0.0,0.162,0.4316,0.6829,0.52
56,e2c801f2582cde23,91,9.1,0.191578,0.186966,6.4,1000000.0,0,0.0001,0.0018,0.0042,0.0,0.0925,0.0,0.8802,0.8
57,7c2ab24298bfc8c9,91,9.1,0.071479,0.061658,0.0,1000000.0,0,0.0001,0.001,0.0042,0.0,0.2516,0.0,0.0,0.68
58,99de564b21454f07,91,9.1,0.277255,0.104365,5.1,3.725,0,0.447,0.4107,0.7057,0.0027,0.5092,0.5701,0.1281,0.16
59,d8d57fc55a78a2,91,9.1,0.104617,0.089227,8.9,1000000.0,0,0.0213,0.1338,0.1457,0.0001,0.2264,0.0,0.0,1.0
60,726670f95229668,91,9.1,0.149007,0.135733,2.1,54.222,0,0.7025,0.0834,0.0708,0.0001,0.2313,0.0,0.3615,0.28
61,b6f80d1868497b8e,91,9.1,0.266609,0.089527,5.7,4.025,0,0.0,0.0007,0.002,0.0,0.167,0.53,0.7249,0.32
62,360c42d9d1fade1f,91,9.1,0.220851,0.195628,8.8,1000000.0,0,0.4127,0.2894,0.1245,0.0001,0.2719,0.0,0.8443,0.72
63,1e04699790f1a11b,91,9.1,0.203814,0.171019,8.4,6.777,0,0.2808,0.1118,0.1282,0.0005,0.5864,0.1631,0.8061,0.04
64,8d32cb204635a40f,91,9.1,0.242221,0.240603,1.1,1000000.0,0,0.0001,0.0012,0.0038,0.0,0.4734,0.0,0.8825,0.88
65,85dc50c949f4e018,91,9.1,0.187611,0.142381,0.1,36.375,0,0.5542,0.4067,0.1796,0.0001,0.2309,0.0,0.482,0.36
66,88b2a2e2d3454aa1,91,9.1,0.253409,0.209452,4.5,50.555,0,0.155,0.1954,0.433,0.0004,0.365,0.0,0.8118,0.8
67,82e0e1cc76d97138,91,9.1,0.1938,0.156572,0.2,22.504,0,0.0978,0.1007,0.1831,0.0021,1.0,0.0,0.1705,1.0
68,fbc759ea03acff5,91,9.1,0.194466,0.09859,4.1,1000000.0,0,0.2421,0.3103,0.693,0.013,0.8381,0.0,0.7538,0.4
69,a8377704cc4fed6b,91,9.1,0.435649,0.20827,8.9,1.729,3,0.3747,0.0729,0.0823,0.0019,0.8843,0.8362,0.5569,0.72
70,63cbf5d10fda3a29,91,9.1,0.222033,0.136471,0.2,1000000.0,0,0.168,0.1554,0.4415,0.0123,0.3732,0.0,0.8384,0.56
71,ceacd8ec5202a7c2,91,9.1,0.44439,0.115051,7.1,2.323,0,0.1701,0.198,0.4941,0.0042,1.0,0.7569,0.705,0.2
72,5dc1c35595009d0b,91,9.1,0.338515,0.180877,2.9,2.313,0,0.3381,0.1926,0.24,0.012,1.0,0.7582,0.4437,0.2
73,9cf5b246b0436a77,91,9.1,0.355073,0.257888,8.8,2.945,0,0.257,0.3468,0.9657,0.0129,1.0,0.674,0.6731,0.44
74,e4c3f2ac790ffd11,91,9.1,0.287515,0.157499,8.3,5.971,0,0.0474,0.0824,0.0631,0.0003,0.5523,0.2706,0.8082,0.88
75,be6caf3f59d3b862,91,9.1,0.187192,0.158739,2.2,139.884,0,0.533,0.1972,0.2743,0.0016,0.2435,0.0,0.5324,0.36
76,59a6f0bba21580dc,91,9.1,0.375018,0.126632,7.3,5.096,0,0.1674,0.2234,0.4821,0.0108,1.0,0.3872,0.7021,0.28
77,248badb5da378bc0,91,9.1,0.211178,0.195847,7.9,20.118,0,0.2033,0.1239,0.1044,0.0001,0.3105,0.0,0.8049,0.52
78,86ec9a43b5642873,91,9.1,0.104773,0.083049,9.0,1000000.0,0,0.7221,0.0228,0.0469,0.0,0.2396,0.0,0.0,0.28
79,fe01616f47e581b4,91,9.1,0.158622,0.072514,8.1,14.205,0,0.0001,0.0018,0.0058,0.0,0.1034,0.0,0.7317,0.64
80,ec0fb97170f79f30,91,9.1,0.332389,0.121165,4.4,4.451,0,0.3266,0.4091,0.842,0.0171,0.5329,0.4732,0.5465,0.32
81,dac2ef9b2525cdf4,91,9.1,0.243035,0.164016,0.4,410.109,0,0.6328,0.506,1.0,0.0095,1.0,0.0,0.4706,0.72
82,6f374d7a2b3d8284,91,9.1,0.192513,0.190521,5.5,33.704,0,0.0001,0.0012,0.0034,0.0,0.3161,0.0,0.8792,0.4
83,3f21b22efb71f136,91,9.1,0.220753,0.189207,1.7,11.313,0,0.4811,0.2707,0.2495,0.0009,0.262,0.0,0.528,1.0
84,ab95754647bd7608,91,9.1,0.178433,0.095793,5.9,10.249,0,0.0515,0.0993,0.0402,0.0,0.282,0.0,0.7861,0.48
85,a8ec57a3bb2076cc,91,9.1,0.329044,0.197033,8.5,4.85,0,0.2515,0.2617,0.2068,0.008,0.3759,0.42,0.693,1.0
86,8abdf4f5ced29e14,91,9.1,0.156929,0.153166,0.2,1000000.0,0,0.0001,0.0014,0.0043,0.0,0.0542,0.0,0.8722,0.32
87,bd87783d92017846,91,9.1,0.207483,0.178758,6.7,9.685,0,0.4828,0.1729,0.2132,0.0002,0.4015,0.0,0.6943,0.52
88,e8f5a0a358422c19,91,9.1,0.330588,0.170631,0.2,2.317,0,0.5843,0.3239,0.0777,0.0042,0.4483,0.7578,0.5119,0.84
89,acf6b2bf75f8db75,91,9.1,0.346335,0.138189,1.3,3.761,0,0.2866,0.4927,0.6659,0.0014,0.6855,0.5652,0.5699,0.36
90,45d7b24254eff136,91,9.1,0.07672,0.059531,0.0,1000000.0,0,0.4009,0.0253,0.0512,0.0001,0.1725,0.0,0.0,0.4
91,75437102f2e4d929,91,9.1,0.34008,0.212125,4.2,3.299,0,0.1798,0.1781,0.4032,0.0265,1.0,0.6268,0.7181,1.0
92,2b39d53f62a5f375,91,9.1,0.366424,0.225478,2.8,3.336,0,0.3399,0.4313,0.8108,0.0091,0.6984,0.6218,0.7086,0.96
93,972b3dc15546f0c3,91,9.1,0.141169,0.136318,2.5,235.238,0,0.0001,0.0009,0.0017,0.0,0.0876,0.0,0.6943,0.44
94,cc51b0f7a833d870,91,9.1,0.361529,0.164168,5.8,3.401,0,0.2314,0.371,1.0,0.004,1.0,0.6132,0.4723,0.96
95,9ac7b732e1ce88d8,91,9.1,0.129638,0.091444,0.0,120.228,0,0.0124,0.0998,0.2234,0.0,0.1659,0.0,0.3516,0.44
96,136c6b9f915e2a72,91,9.1,0.296121,0.085784,7.0,4.228,0,0.1424,0.2794,0.126,0.0132,0.4483,0.503,0.7338,0.44
97,1fdb9a648c79f2e7,91,9.1,0.225544,0.117961,4.8,1000000.0,0,0.6242,0.7102,1.0,0.0187,1.0,0.0,0.0,0.24
98,1c9709396c8a4ffe,91,9.1,0.074109,0.057631,5.0,10.039,0,0.4009,0.224,0.0998,0.0,0.1622,0.0,0.0,0.24
99,ffad0eaaea0bca6f,91,9.1,0.200476,0.034625,8.8,6.125,0,0.0,0.0014,0.0033,0.0,0.1238,0.2499,0.7575,0.36
100,e4746ae304a62bc5,91,9.1,0.461515,0.253808,0.2,2.563,0,0.2676,0.4293,0.6467,0.0001,0.3934,0.7249,0.9044,0.2
101,eb008ca5126a9f40,91,9.1,0.182913,0.161519,4.8,30.116,0,0.6728,0.0823,0.1181,0.0001,0.2109,0.0,0.4908,0.56
102,8804a5187cbde1ec,91,9.1,0.240976,0.208576,3.0,20.57,0,0.0684,0.109,0.0674,0.0003,0.89,0.0,0.693,1.0
103,36292e0a0340a1f1,91,9.1,0.221323,0.203219,4.8,66.596,0,0.3027,0.2746,0.0953,0.0006,0.3881,0.0,0.8786,0.44
104,fa89f85da14efa60,91,9.1,0.228669,0.06714,8.8,5.861,0,0.2515,0.589,0.8887,0.0,0.1686,0.2853,0.8034,0.36
105,1b210eff0a8f82a7,91,9.1,0.298416,0.134681,7.6,2.202,0,0.7138,0.3376,0.0977,0.0,0.2468,0.7731,0.0215,0.76
106,841a1829d19c6db0,91,9.1,0.333819,0.185232,5.7,3.78,0,0.3077,0.2428,0.181,0.0001,1.0,0.5627,0.4923,1.0
107,623ae0ab678989aa,91,9.1,0.115333,0.076615,4.0,1000000.0,0,0.1712,0.1947,0.4308,0.011,0.5176,0.0,0.0,0.2
108,8e1f88724c91bc14,91,9.1,0.057888,0.040525,0.1,1000000.0,0,0.0356,0.0781,0.1106,0.0,0.1684,0.0,0.0,0.4
109,84f33a4b4033d63d,91,9.1,0.238443,0.119418,0.7,3.237,0,0.4398,0.8099,1.0,0.0001,0.5106,0.6351,0.0,0.2
110,ad1ed68026852a63,91,9.1,0.077885,0.061286,4.9,1000000.0,0,0.4005,0.0626,0.0876,0.0001,0.1619,0.0,0.0,0.32
111,e1c42e6f083d1292,91,9.1,0.216394,0.127132,8.7,4.195,0,0.4794,0.4265,1.0,0.0024,0.1776,0.5074,0.0749,0.4
112,a3f0ddb4ee1da741,91,9.1,0.196914,0.177601,8.1,175.06,0,0.042,0.1869,0.0917,0.0,0.1802,0.0,0.8735,0.48
113,bfdec07db6e0868f,91,9.1,0.218772,0.191237,3.9,1000000.0,0,0.5541,0.2997,0.1494,0.0,0.2221,0.0,0.7789,0.88
114,ab5cb43d694a1de6,91,9.1,0.185798,0.100106,6.6,8.351,0,0.0,0.0008,0.0026,0.0,0.1664,0.0,0.7687,0.88
115,bedbb8fbcae4f03,91,9.1,0.208078,0.138371,7.7,4.582,0,0.459,0.3261,0.0756,0.0,0.175,0.4557,0.4313,0.68
116,7b30c56fa1217f11,91,9.1,0.236515,0.120161,7.6,4.797,0,0.329,0.8196,0.8544,0.0156,1.0,0.4271,0.7534,0.12
117,3194f358bdaa9c35,91,9.1,0.199595,0.177508,8.5,8.791,0,0.4294,0.1735,0.1617,0.0001,0.1715,0.0,0.5958,0.92
118,61f4b09f7ba3b331,91,9.1,0.326902,0.106956,2.3,4.029,0,0.0199,0.1213,0.1629,0.0,0.2527,0.5295,0.8371,0.64
119,409d84fcfa9fcd12,91,9.1,0.251004,0.136625,4.3,4.511,0,0.0468,0.2018,0.0908,0.0,0.1817,0.4652,0.7207,0.96
120,c4e99ed711c48002,91,9.1,0.396077,0.162307,0.6,2.562,0,0.0884,0.1801,0.0813,0.0001,0.632,0.725,0.7473,0.28
121,c4d9c5dc736b3641,91,9.1,0.127015,0.101135,0.1,1000000.0,0,0.7224,0.1298,0.1198,0.0001,0.243,0.0,0.0,0.64
122,2f4d79ab2731e2e0,91,9.1,0.316535,0.137665,0.5,3.767,0,0.2355,0.2744,0.202,0.0,0.2978,0.5643,0.5725,0.72
123,d7d1a26ffb6c39a1,91,9.1,0.455702,0.198403,3.8,3.894,0,0.2337,0.3265,0.6434,0.0215,1.0,0.5474,0.6926,0.64
124,447d46b12295e858,91,9.1,0.234939,0.217005,7.1,1000000.0,0,0.4813,0.2428,0.35,0.0001,0.2048,0.0,0.7495,1.0
125,915138329e4bcc45,91,9.1,0.202533,0.174461,0.3,1000000.0,0,0.3246,0.2093,0.1081,0.0,0.1661,0.0,0.801,0.52
126,9b0c9f7e8cc15a8d,91,9.1,0.171238,0.168192,0.5,29.224,0,0.0001,0.0016,0.0039,0.0,0.0267,0.0,0.8799,0.6
127,9445bc0b255e9eaa,91,9.1,0.046487,0.043034,7.8,1000000.0,0,0.0001,0.0009,0.0026,0.0,0.0579,0.0,0.15,0.28
128,e0c440f099b35c42,91,9.1,0.188338,0.151097,0.3,1000000.0,0,0.2392,0.1672,0.1399,0.0002,0.3397,0.0,0.6729,0.8
129,1554461b02a93a9d,91,9.1,0.115477,0.021085,8.9,5.59,0,0.0121,0.0865,0.0897,0.0,0.1295,0.3213,0.0,0.16
130,4e0a0cd71b0f6b77,91,9.1,0.056735,0.038709,0.0,1000000.0,0,0.2037,0.1738,0.0579,0.0,0.1827,0.0,0.0,0.24
131,54152a09f736f6c6,91,9.1,0.172238,0.044548,1.6,6.076,0,0.0,0.0009,0.0023,0.0,0.1204,0.2566,0.5592,0.24
132,2c9570ab000572b7,91,9.1,0.189095,0.080336,7.1,1000000.0,0,0.3145,0.4164,0.5995,0.0101,0.7632,0.0,0.5861,0.08
133,d493b4b5cee48cd1,91,9.1,0.23735,0.049575,0.9,3.977,0,0.1667,0.3592,0.1374,0.0,0.1598,0.5364,0.5999,0.2
134,d401b4bec2f34e62,91,9.1,0.215141,0.189348,2.4,1000000.0,0,0.2202,0.2099,0.1022,0.0,0.182,0.0,0.8878,0.72
135,6146f78fbeff4874,91,9.1,0.528167,0.190358,6.0,1.85,2,0.2769,0.397,0.6817,0.0185,1.0,0.82,0.8258,0.84
136,4df85062a23c01e,91,9.1,0.435411,0.197376,0.7,2.219,0,0.6375,1.0,1.0,0.0002,0.1863,0.7708,0.6179,1.0
137,6d9fd9547f800d99,91,9.1,0.237988,0.22368,7.9,155.4,0,0.1777,0.3244,0.0981,0.0,0.235,0.0,0.8815,1.0
138,98e20cb7a412f1de,91,9.1,0.274218,0.064254,8.5,5.568,0,0.1682,0.2555,0.4887,0.0133,0.3432,0.3242,0.627,0.28
139,1fac3d0f3acce209,91,9.1,0.340215,0.165345,7.4,3.445,0,0.143,0.1733,0.4339,0.0082,0.4036,0.6074,0.8136,1.0
140,680c8c721c48512c,91,9.1,0.384256,0.238221,0.0,12.273,0,0.5362,1.0,1.0,0.0001,0.3162,0.0,0.5972,0.76
141,fc1efca03ac60c18,91,9.1,0.11626,0.063439,2.8,12.157,0,0.0001,0.0047,0.0156,0.0,0.1262,0.0,0.4817,0.52
142,825a43a9e20fd0a5,91,9.1,0.173205,0.124446,5.2,1000000.0,0,0.356,0.1109,0.0676,0.0011,1.0,0.0,0.7135,0.36
143,5692f71fd2ef8948,91,9.1,0.192794,0.155418,8.9,17.239,0,0.3634,0.1628,0.1663,0.0007,0.23,0.0,0.5803,0.64
144,9acfb7115eca5a6c,91,9.1,0.179913,0.08492,2.0,11.245,0,0.1405,0.2555,0.3598,0.0215,0.544,0.0,0.8561,0.32
145,713e184104d2bc76,91,9.1,0.227933,0.123292,6.0,5.491,0,0.2605,0.1403,0.1202,0.0069,0.767,0.3345,0.243,0.76
146,fa70b12b6ee96753,91,9.1,0.232808,0.172614,7.2,65.613,0,0.9563,0.0701,0.095,0.0,0.2509,0.0,0.7235,0.32
147,ff4e19879aa2f324,91,9.1,0.204727,0.163739,8.6,19.514,0,0.7033,0.1059,0.1209,0.0001,0.3936,0.0,0.4959,0.4
148,7feb51c9319f2961,91,9.1,0.353296,0.12551,2.3,2.204,0,0.0001,0.0008,0.0043,0.0,0.1824,0.7728,0.7761,0.48
149,8231bec88aa207c8,91,9.1,0.18285,0.180043,3.8,1000000.0,0,0.0,0.0009,0.0033,0.0,0.0807,0.0,0.8806,0.68
150,b9ac4bf91757d62d,91,9.1,0.333694,0.174256,1.9,3.625,0,0.2409,0.2651,0.1143,0.0,0.1851,0.5834,0.8142,0.44
151,3e01920194f7a979,91,9.1,0.092771,0.077261,0.7,1000000.0,0,0.7232,0.0296,0.0517,0.0004,0.1947,0.0,0.0,0.12
152,4b4c116193de1f65,91,9.1,0.189623,0.087961,0.6,24.452,0,0.0001,0.0011,0.0061,0.0,0.1496,0.0,0.8543,0.72
153,937f055f5b9a5d62,91,9.1,0.348892,0.208434,6.9,1000000.0,0,0.56,0.7177,1.0,0.003,0.364,0.0,0.8246,0.64
154,561ff207d1a74554,91,9.1,0.165726,0.075356,5.8,38.238,0,0.21,0.3144,0.1379,0.0,0.1657,0.0,0.6155,0.52
155,612a8ab54947cc82,91,9.1,0.155433,0.132589,8.6,8.202,0,0.2674,0.1989,0.0546,0.0,0.1651,0.0,0.7235,0.08
156,2796f14bc43a21c7,91,9.1,0.149669,0.118031,1.0,84.628,0,0.7213,0.0306,0.0874,0.0002,0.2335,0.0,0.2473,0.36
157,712535c20276dd42,91,9.1,0.361054,0.119144,0.5,2.923,0,0.0,0.0007,0.0029,0.0,0.2525,0.6769,0.8357,0.68
158,e784321328f1e2cc,91,9.1,0.37736,0.137526,8.9,2.647,0,0.3011,0.3591,0.8412,0.0065,0.621,0.7137,0.3954,0.64
159,43365ebda5b42aa0,91,9.1,0.114859,0.07594,1.7,1000000.0,0,0.4395,0.1794,0.2097,0.0003,0.4051,0.0,0.0,0.28
160,326b6e409016357c,91,9.1,0.287258,0.192683,8.8,4.327,0,0.5837,0.1973,0.0954,0.0003,0.2986,0.4897,0.5942,0.4
161,3e816c74f2d8185,91,9.1,0.308788,0.214486,7.3,1000000.0,0,0.4828,0.2129,0.3073,0.0014,1.0,0.0,0.7033,0.64
162,e8e6bf2f400a096f,91,9.1,0.479031,0.149925,4.6,1.769,2,0.3093,0.3033,0.5175,0.0198,1.0,0.8307,0.8462,0.28
163,71f72b60dc7cd34c,91,9.1,0.150369,0.109896,1.9,8.999,0,0.7151,0.4666,0.1637,0.0001,0.1933,0.0,0.453,0.28
164,d80b5836b145eaa2,91,9.1,0.188179,0.148403,0.5,21.548,0,0.0927,0.1535,0.0947,0.0,0.2056,0.0,0.8285,0.56
165,811f2f895e87e604,91,9.1,0.206091,0.205746,0.0,1000000.0,0,0.0001,0.001,0.0041,0.0,0.1141,0.0,0.8794,1.0
166,f24ad59be7fea05,91,9.1,0.088939,0.052092,8.5,1000000.0,0,0.3508,0.3672,0.161,0.0,0.2098,0.0,0.0,0.08
167,49ad13f44257af88,91,9.1,0.091485,0.056305,0.8,1000000.0,0,0.0,0.0007,0.0016,0.0,0.2098,0.0,0.2434,0.64
168,23a8f2012ce9ed6d,91,9.1,0.157502,0.123917,7.4,1000000.0,0,0.5094,0.1764,0.2612,0.0001,0.4871,0.0,0.0,1.0
169,5bafc2c9b56b782d,91,9.1,0.507956,0.160606,2.9,2.388,0,0.4957,0.3808,0.6972,0.0299,1.0,0.7482,0.7458,0.6
170,57062978ee1d321c,91,9.1,0.108587,0.093734,3.3,1000000.0,0,0.7202,0.2142,0.0984,0.0001,0.2973,0.0,0.0,0.12
171,5507f0838443b4ba,91,9.1,0.207463,0.190031,8.0,1000000.0,0,0.2753,0.1715,0.0955,0.0,0.3268,0.0,0.7396,0.56
172,fd3164a8d4f473e1,91,9.1,0.195582,0.143357,3.7,6.628,0,0.2386,0.162,0.1247,0.0002,0.4979,0.1829,0.6559,0.28
173,4fef29288e5c7fca,91,9.1,0.120556,0.070249,4.3,6.57,0,0.3994,0.1756,0.0903,0.0,0.2453,0.1907,0.0,0.24
174,7058e12512877931,91,9.1,0.295187,0.123092,3.9,4.984,0,0.2267,0.2129,0.1818,0.0,0.1934,0.4022,0.6752,1.0
175,8ba6c6448347e05,91,9.1,0.244707,0.136512,5.3,5.44,0,0.6296,0.2888,0.2838,0.0001,0.2474,0.3413,0.5403,0.24
176,a2524f5c73d323c1,91,9.1,0.321009,0.118179,7.8,2.704,0,0.3975,0.2222,0.3528,0.0003,0.1864,0.7062,0.5287,0.32
177,4a3f5249bf940dd9,91,9.1,0.404305,0.147758,1.3,2.312,0,0.337,0.3268,0.7072,0.0217,0.5034,0.7584,0.775,0.68
178,9d79fa652bc981a5,91,9.1,0.290231,0.15523,8.7,4.183,0,0.5573,0.2155,0.1061,0.0,0.2814,0.509,0.564,0.44
